,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
382,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,I
383,1,2,2,3,1,8,7,4,1,7,8,10,2,9,3,9,Q
384,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,N
385,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,C
386,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,Q
387,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,N
388,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10,K
389,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,S
390,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7,E
391,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,D
392,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,X
393,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,C
394,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7,J
395,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7,B
396,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,D
397,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7,R
398,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8,Z
399,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,T
400,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,K
401,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,G
402,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7,B
403,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,X
404,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,D
405,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,V
406,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
407,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,Z
408,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,G
409,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8,J
410,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8,V
411,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8,V
412,6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,J
413,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,C
414,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,U
415,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,A
416,3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8,Y
417,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,T
418,5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8,M
419,5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7,V
420,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,S
421,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8,M
422,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,Y
423,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,Z
424,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8,M
425,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,M
426,3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,J
427,7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8,K
428,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10,B
429,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,K
430,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,Z
431,4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6,F
432,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,N
433,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,P
434,4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9,C
435,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,Z
436,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8,S
437,4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8,W
438,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,P
439,4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,L
440,3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8,U
441,3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8,J
442,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,J
443,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,Z
444,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,M
445,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,U
446,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8,J
447,5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9,B
448,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12,B
449,8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,Q
450,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,N
451,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,D
452,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,B
453,4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9,E
454,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7,E
455,6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8,N
456,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,T
457,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,Y
458,7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,Q
459,9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9,U
460,3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8,H
461,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8,J
462,1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9,D
463,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,G
464,5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8,V
465,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,U
466,7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8,U
467,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,Z
468,2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10,G
469,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,L
470,4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8,D
471,3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5,J
472,3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9,K
473,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,A
474,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,L
475,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,X
476,5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11,Q
477,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,F
478,2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7,W
479,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,K
480,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8,P
481,6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6,V
482,7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,L
483,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,A
484,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,B
485,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8,S
486,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,I
487,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,B
488,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,F
489,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,I
490,5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,M
491,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,K
492,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,C
493,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,H
494,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,S
495,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9,B
496,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,O
497,9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8,M
498,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
499,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12,W
500,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,U
501,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,Y
502,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8,A
503,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,P
504,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,B
505,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,O
506,5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5,Y
507,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,I
508,3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,R
509,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7,N
510,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,B
511,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,Q
512,6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,H
513,2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8,J
514,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8,W
515,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4,Y
516,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5,F
517,4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8,A
518,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,X
519,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7,Z
520,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,H
521,6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9,K
522,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,J
523,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,N
524,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,W
525,4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8,U
526,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8,Y
527,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,Q
528,3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8,V
529,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,D
530,3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8,V
531,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11,R
532,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,L
533,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8,V
534,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7,F
535,5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6,B
536,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,R
537,3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6,J
538,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,V
539,9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8,Y
540,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8,M
541,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,X
542,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,S
543,2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8,K
544,3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,T
545,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,H
546,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,L
547,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,J
548,2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,D
549,2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,B
550,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,N
551,6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7,R
552,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,M
553,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,Z
554,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,R
555,5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11,K
556,5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8,W
557,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,P
558,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9,E
559,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,E
560,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,Y
561,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,J
562,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,L
563,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
564,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
565,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,M
566,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,V
567,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,P
568,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,H
569,9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11,R
570,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,X
571,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8,P
572,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8,V
573,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,N
574,3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8,O
575,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,G
576,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,T
577,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,R
578,4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8,W
579,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8,U
580,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,L
581,7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7,S
582,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,Q
583,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,M
584,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,F
585,5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8,V
586,5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8,V
587,4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6,F
588,4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9,M
589,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,I
590,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8,P
591,4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8,U
592,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9,B
593,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,Q
594,5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,H
595,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
596,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,M
597,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,J
598,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,V
599,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,B
600,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,T
601,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5,U
602,4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8,D
603,4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8,Y
604,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,O
605,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,O
606,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,K
607,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6,W
608,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,A
609,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,O
610,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,S
611,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,T
612,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8,S
613,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,X
614,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,T
615,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,U
616,5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5,Y
617,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,V
618,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,D
619,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8,H
620,4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6,B
621,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6,S
622,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,O
623,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8,O
624,2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8,J
625,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,P
626,3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,O
627,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,I
628,4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7,Z
629,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,W
630,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,F
631,5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8,H
632,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,D
633,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,B
634,0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11,K
635,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,T
636,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,N
637,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,F
638,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,A
639,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,V
640,9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4,F
641,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,Y
642,4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10,R
643,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,Q
644,6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9,M
645,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7,P
646,3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9,K
647,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,Y
648,4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,D
649,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,R
650,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,B
651,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,T
652,6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8,W
653,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,K
654,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8,G
655,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,P
656,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,C
657,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,S
658,5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6,J
659,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,P
660,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,X
661,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9,L
662,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,B
663,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,E
664,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8,H
665,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,T
666,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,P
667,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,S
668,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,N
669,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8,P
670,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,D
671,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,T
672,2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9,B
673,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,Y
674,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,J
675,3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8,A
676,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8,J
677,2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7,S
678,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7,E
679,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
680,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,H
681,4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11,G
682,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,Z
683,4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9,Y
684,3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7,H
685,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10,B
686,4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8,A
687,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,B
688,6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6,M
689,4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8,P
690,5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7,W
691,2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6,S
692,3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8,J
693,8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7,N
694,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
695,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8,P
696,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10,G
697,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5,E
698,6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8,Q
699,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11,R
700,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,K
701,4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4,Y
702,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,P
703,6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7,G
704,4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,G
705,7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10,P
706,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,L
707,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7,J
708,3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,Y
709,6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,D
710,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,M
711,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,G
712,4,9,5,6,4,6,9,8,5,3,7,12,4,8,5,6,U
713,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
714,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,I
715,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,B
716,1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9,Q
717,2,7,3,5,1,13,2,9,4,14,4,12,1,6,0,8,J
718,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10,B
719,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5,A
720,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7,S
721,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8,U
722,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,E
723,3,8,3,6,3,6,10,7,4,6,3,10,2,6,5,11,R
724,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,L
725,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
726,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6,B
727,6,9,8,6,9,7,6,3,5,6,6,9,8,6,7,7,K
728,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,X
729,6,9,5,4,2,5,11,5,3,13,5,4,4,9,3,8,P
730,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
731,8,14,7,8,5,8,6,4,3,9,6,8,4,9,8,8,G
732,3,10,6,8,4,12,2,3,3,10,2,9,2,6,4,8,A
733,4,4,6,3,3,8,6,1,7,10,4,9,4,7,4,9,K
734,5,10,7,8,7,8,6,7,7,6,7,6,2,8,8,11,B
735,3,8,5,6,3,5,9,1,6,8,12,10,1,11,2,8,Y
736,2,4,4,3,2,5,10,3,3,10,8,8,5,8,1,7,N
737,2,4,4,6,1,5,10,3,2,8,13,8,2,11,0,8,Y
738,9,12,6,7,3,8,7,6,5,9,4,7,5,9,5,9,O
739,6,11,9,9,7,6,8,2,8,10,7,9,3,8,5,7,E
740,6,10,6,8,4,3,9,5,6,11,11,9,3,9,1,7,U
741,7,8,8,6,3,4,8,5,8,10,10,9,3,9,2,6,U
742,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8,X
743,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,D
744,2,1,3,2,2,8,7,7,7,7,7,4,2,8,3,6,D
745,4,5,6,4,3,7,7,2,8,11,5,7,1,8,5,8,S
746,4,5,7,4,4,5,7,2,8,10,9,10,3,8,4,6,K
747,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
748,4,5,5,5,5,7,8,4,5,7,5,7,4,9,8,7,F
749,1,1,3,2,1,6,2,2,1,6,2,7,1,6,2,6,A
750,3,6,5,4,5,6,7,3,3,7,6,9,5,9,7,5,R
751,3,2,4,3,3,6,9,4,4,9,7,4,1,10,4,7,P
752,2,7,4,5,2,8,10,1,6,5,11,8,1,11,1,8,Y
753,4,9,6,7,3,9,11,2,4,4,11,8,2,10,1,8,V
754,5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,M
755,4,9,6,6,5,6,6,3,7,6,6,9,3,8,5,10,K
756,4,8,7,6,7,10,6,1,5,9,6,6,5,10,4,6,F
757,7,10,7,6,4,9,6,2,7,11,4,7,4,9,4,9,X
758,4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8,H
759,4,9,5,7,1,0,0,6,6,0,1,5,0,8,0,8,L
760,6,9,8,6,7,11,6,3,6,10,3,7,3,7,3,10,H
761,5,11,7,8,8,10,7,4,4,8,4,5,4,7,6,5,J
762,2,3,3,2,2,6,7,5,5,7,6,7,2,7,4,9,R
763,1,1,2,1,1,7,7,5,5,6,6,10,2,9,3,9,G
764,5,9,8,6,7,4,10,1,4,10,7,6,7,10,3,4,F
765,6,9,6,4,3,12,2,4,5,12,2,9,4,7,2,10,D
766,9,13,9,7,4,4,9,3,7,10,9,11,5,7,3,6,K
767,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,L
